-0.13698	0.893376	5.1	19.2621	19.3167	1
1.08125	0.0521886	5.1	2.90348	2.96117	5
-0.631183	1.15324	5.1	145.45	145.512	1
0.822805	0.149002	5.1	54.246	54.2549	1
-1.36306	-0.975894	5.1	15.3064	15.3212	5
-0.583745	-0.410573	5.1	22.1386	22.1472	1
0.228519	0.0426289	5.1	44.0992	44.1108	5
1.30609	0.454438	5.1	13.4712	13.4818	1
0.574435	0.333565	5.1	20.7055	20.7175	5
1.10153	-0.211806	5.1	97.2067	97.2198	5
-0.0917202	-1.13988	5.1	19.1206	19.1847	1
0.432774	-0.0572072	5.1	59.6536	59.6616	1
-0.47466	1.11344	5.1	10.6984	10.7118	5
-0.516393	-1.38749	5.1	76.6712	76.6821	1
-0.118848	0.758517	5.1	10.6984	10.7838	5
-0.272686	0.954272	5.1	62.4881	62.5009	5
0.684689	-0.335647	5.1	33.3408	33.3495	1
-0.625462	-0.390124	5.1	61.8264	61.8386	5
-0.643207	0.736967	5.1	57.9565	58.0077	5
-0.893162	0.468297	5.1	0.933847	0.943267	1
0.994547	-0.980887	5.1	90.5206	90.5345	5
-1.38961	-1.02121	5.1	13.4418	13.4568	5
-1.31408	0.732868	5.1	10.0337	10.1014	1
-0.863545	-0.384492	5.1	43.1596	43.214	5
-0.68658	-0.0948707	5.1	21.448	21.4565	1
-0.0342567	-1.41159	5.1	15.7467	15.7574	1
0.784792	-0.159647	5.1	59.4433	59.497	5
0.24454	-1.32282	5.1	190.897	190.957	1
1.14019	0.881894	5.1	24.2937	24.3619	1
-1.42891	1.14878	5.1	240.986	241.042	5
0.0407606	0.885076	5.1	51.5591	51.5718	1
0.552703	-0.0717899	5.1	43.0087	43.0823	5
-0.267993	-1.18499	5.1	11.936	11.9461	1
-0.934703	0.561186	5.1	25.456	25.469	5
0.387394	0.754047	5.1	39.008	39.017	1
0.725545	1.45193	5.1	49.5876	49.6057	5
0.826027	0.0115244	5.1	3.57371	3.5826	1
1.30034	0.75898	5.1	14.2581	14.2723	5
-0.691663	-0.818361	5.1	122.073	122.092	5
1.05703	-0.832494	5.1	23.7018	23.7155	5
0.391811	-1.23249	5.1	45.6972	45.7509	1
0.640293	-0.747686	5.1	56.1588	56.176	5
0.844867	-0.342073	5.1	45.6972	45.8132	1
1.0984	-0.0211374	5.1	34.67	34.6797	1
